storm.id  storm.name  n.obs  storm.duration  storm.pdi  max.wind  storm.year
AL052002  EDOUARD  20  432000  2402654103.67407  55  2002
AL061966  FAITH  69  1490400  120569417710.504  110  1966
AL061968  UNNAMED  25  540000  1148759803.24074  25  1968
AL061971  BETH  29  626400  10793195706.5444  75  1971
AL061972  UNNAMED  13  280800  462812349.52963  25  1972
AL061973  ALFA  11  237600  1035170433.8963  40  1973
AL061974  UNNAMED  19  410400  3925633900.41852  50  1974
AL061976  ANNA  37  799200  3935191581.98148  45  1976
AL061977  BABE  24  518400  4517107347.91111  65  1977
AL061978  CORA  19  410400  8833870986.13704  80  1978
AL061981  BRET  9  194400  3259537016.10741  60  1981
AL061982  DEBBY  30  648000  49546286016.1259  115  1982
AL061984  ARTHUR  33  712800  2884581816.32963  45  1984
AL061985  UNNAMED  21  453600  1354985163.11852  30  1985
AL061986  UNNAMED  21  453600  1288081392.17778  30  1986
AL061988  UNNAMED  13  280800  2408903357.0037  50  1988
AL061989  UNNAMED  36  777600  1754569773.07778  30  1989
AL061991  CLAUDETTE  42  907200  36077674678.2259  115  1991
AL061992  CHARLEY  30  648000  26612261502.6593  95  1992
AL061993  DENNIS  21  453600  3240054049.84444  45  1993
AL061994  DEBBY  7  151200  2253039626.9  60  1994
AL061996  FRAN  71  1533600  56748366676.9556  105  1996
AL062000  CHRIS  9  194400  538170992.622222  35  2000
AL062002  FAY  22  475200  2135039019.91111  50  2002
AL071966  GRETA  26  561600  2944501127.66667  50  1966
AL071968  UNNAMED  15  324000  889967194.766667  30  1968
AL071970  UNNAMED  29  626400  1711192602.90741  30  1970
AL071973  UNNAMED  9  194400  435609717.388889  30  1973
AL071974  ALMA  13  280800  2160771239.5037  55  1974
AL071975  CAROLINE  33  712800  13661235381.7074  100  1975
AL071976  BELLE  18  388800  24978265558.5296  105  1976
AL071977  CLARA  27  583200  7167158362.81111  65  1977
AL071982  UNNAMED  15  324000  945475268.459259  30  1982
AL071984  BERTHA  22  475200  1397627127.01481  35  1984
AL071985  UNNAMED  10  216000  671243328.22963  30  1985
AL071988  FLORENCE  18  388800  5194232326.33333  70  1988
AL071989  ERIN  37  799200  31980737715.9481  90  1989
AL071991  DANNY  19  410400  3006258454.68889  45  1991
AL071992  DANIELLE  17  367200  3887403174.16667  55  1992
AL071993  FLOYD  23  496800  13800556970.6444  70  1993
AL071994  ERNESTO  18  388800  2516978679.29259  50  1994
AL071996  GUSTAV  29  626400  3391506542.3037  40  1996
AL072000  DEBBY  20  432000  10962660752.7185  75  2000
AL072002  UNNAMED  5  108000  330107617.059259  30  2002
AL081966  HALLIE  7  151200  1098765776.6037  45  1966
AL081968  EDNA  31  669600  6790365147.34815  55  1968
AL081970  UNNAMED  15  324000  2863260834.38148  60  1970
AL081971  CHLOE  29  626400  3131243521.28148  55  1971
AL081972  UNNAMED  13  280800  485236140.888889  25  1972
AL081973  BRENDA  16  345600  7027469170.73704  80  1973
AL081975  DORIS  29  626400  32545743737.5741  95  1975
AL081976  DOTTIE  15  324000  1437695868.95185  45  1976
AL081977  UNNAMED  9  194400  346282155.088889  25  1977
AL081982  ERNESTO  11  237600  2868407278.3  60  1982
AL081984  CESAR  12  259200  2401551294.26296  50  1984
AL081985  FABIAN  16  345600  5478021948.12593  55  1985
AL081986  DANIELLE  14  302400  2522125123.21111  50  1986
AL081988  GILBERT  46  993600  112630292759.915  160  1988
AL081989  FELIX  63  1360800  19469364946.8926  75  1989
AL081991  ERIKA  17  367200  3090439573.07037  50  1991
AL081992  UNNAMED  25  540000  1661566179.40741  30  1992
AL081993  GERT  29  626400  7751647350.7  85  1993
AL081994  UNNAMED  10  216000  660215234.118518  30  1994
AL081996  HORTENSE  52  1123200  59010963985.4185  120  1996
AL082000  ERNESTO  10  216000  1040684480.95185  35  2000
AL082002  GUSTAV  27  583200  12296324933.8889  85  2002
AL091966  INEZ  81  1749600  163343351132.996  130  1966
AL091968  UNNAMED  38  820800  18177239920.2074  70  1968
AL091970  DOROTHY  25  540000  5754459507.17778  60  1970
AL091971  DORIA  36  777600  4654590921.16296  55  1971
AL091972  UNNAMED  9  194400  323858363.72963  25  1972
AL091973  CHRISTINE  42  907200  9827869868.68518  60  1973
AL091974  BECKY  28  604800  38062364015.0889  100  1974
AL091975  UNNAMED  24  518400  1537316319.08889  30  1975
AL091976  CANDICE  25  540000  17610395882.8963  80  1976
AL091978  DEBRA  14  302400  1171551197.73704  50  1978
AL091981  CINDY  12  259200  2511832235.37407  50  1981
AL091985  GLORIA  63  1360800  61558453725.0852  125  1985
AL091986  EARL  38  820800  49985571764.8852  90  1986
AL091988  HELENE  44  950400  88660783144.2665  125  1988
AL091989  UNNAMED  6  129600  253278561.418518  25  1989
AL091991  FABIAN  9  194400  1380717382.71111  40  1991
AL091992  EARL  29  626400  5415529414.82963  55  1992
AL091993  HARVEY  13  280800  3637433040.98148  65  1993
AL091994  UNNAMED  7  151200  522364057.72963  30  1994
AL091996  ISIDORE  33  712800  30656631216.3407  100  1996
AL092000  UNNAMED  4  86400  217253453.988889  30  2000
AL092002  HANNA  15  324000  2560723452.6  50  2002
AL101966  JUDITH  15  324000  1869629554.97037  45  1966
AL101968  UNNAMED  19  410400  873057450.462963  25  1968
AL101970  UNNAMED  24  518400  788876332.081481  25  1970
AL101972  BETTY  42  907200  29237315504.2407  90  1972
AL101973  DELIA  23  496800  6897705263.36296  60  1973
AL101974  CARMEN  49  1058400  72999733762.2259  130  1974
AL101975  UNNAMED  13  280800  663891265.488889  30  1975
AL101976  EMMY  62  1339200  71052172342.2037  90  1976
AL101977  DOROTHY  15  324000  7729591162.47778  75  1977
AL101978  ELLA  27  583200  55089006116.3704  120  1978
AL101981  DENNIS  60  1296000  9601793939.40741  70  1981
AL101984  DIANA  32  691200  36353009427.8667  115  1984
AL101985  HENRI  14  302400  1750158535.43333  50  1985
AL101986  FRANCES  13  280800  7192522979.26667  75  1986
AL101988  ISAAC  12  259200  1021201514.68889  40  1988
AL101989  GABRIELLE  57  1231200  113706634745.159  125  1989
AL101991  UNNAMED  5  108000  229751960.648148  25  1991
AL101992  FRANCES  31  669600  14997840387.9741  75  1992
AL101993  UNNAMED  5  108000  397011388  30  1993
AL101994  UNNAMED  7  151200  455460286.788889  30  1994
AL101996  JOSEPHINE  46  993600  12363596307.9667  60  1996
AL102000  FLORENCE  29  626400  14940861901.7333  70  2000
AL102002  ISIDORE  53  1144800  44828099752.2556  110  2002
AL111966  LOIS  39  842400  21180557549.8  70  1966
AL111967  ARLENE  29  626400  11705219089.5333  75  1967
AL111968  UNNAMED  11  237600  605809969.837037  30  1968
AL111970  UNNAMED  10  216000  392232547.218518  25  1970
AL111971  FERN  39  842400  12291913696.2444  80  1971
AL111972  CARRIE  29  626400  7305009539.2  60  1972
AL111973  UNNAMED  24  518400  1649067672.74815  30  1973
AL111974  UNNAMED  37  799200  2536094042.41852  30  1974
AL111976  FRANCES  45  972000  39947800504.9519  100  1976
AL111977  UNNAMED  9  194400  435609717.388889  30  1977
AL111978  UNNAMED  9  194400  446637811.5  30  1978
AL111981  UNNAMED  19  410400  981500375.888889  30  1981
AL111984  EDOUARD  7  151200  1242866206.32222  55  1984
AL111985  ISABEL  35  756000  6894396835.12963  60  1985
AL111988  JOAN  51  1101600  59843585090.8074  125  1988
AL111989  HUGO  61  1317600  138628657023.722  140  1989
AL111991  GRACE  17  367200  10852379811.6074  85  1991
AL111994  FLORENCE  28  604800  24261071838.1704  95  1994
AL111996  KYLE  6  129600  866808197.133333  45  1996
AL112000  GORDON  28  604800  6918291039.03704  70  2000
AL112002  JOSEPHINE  9  194400  1236249349.85556  50  2002
AL121967  CHLOE  68  1468800  73559593339.9333  95  1967
AL121968  FRANCES  30  648000  4273386468.05555  50  1968
AL121970  ELLA  20  432000  15763925325.5593  110  1970
AL121971  UNNAMED  22  475200  1143980962.45926  30  1971
AL121972  UNNAMED  9  194400  346282155.088889  25  1972
AL121973  ELLEN  37  799200  33232058794.4222  100  1973
AL121974  DOLLY  12  259200  2080266152.49259  45  1974
AL121975  UNNAMED  14  302400  866072990.859259  30  1975
AL121976  UNNAMED  9  194400  346282155.088889  25  1976
AL121977  UNNAMED  9  194400  469061602.859259  30  1977
AL121978  UNNAMED  33  712800  1861174682.81852  30  1978
AL121984  FRAN  21  453600  5226949005.52963  55  1984
AL121985  JUAN  28  604800  14868811686.8741  75  1985
AL121988  KEITH  37  799200  14117063271.6333  65  1988
AL121989  IRIS  21  453600  4257947136.3  60  1989
AL121991  UNNAMED  21  453600  9389686929.33704  65  1991
AL121994  GORDON  54  1166400  13507577270.4259  75  1994
AL121996  LILI  59  1274400  53990607942.9037  100  1996
AL122000  HELENE  42  907200  6900646088.45926  60  2000
AL122002  KYLE  88  1900800  26177754594.6815  75  2002
AL131967  BEULAH  70  1512000  145222722095.893  140  1967
AL131970  FELICE  23  496800  3331219627.82963  60  1970
AL131971  EDITH  51  1101600  40399217157.2333  140  1971
AL131972  DAWN  39  842400  11806309952.2185  70  1972
AL131974  ELAINE  38  820800  7518586961.81852  60  1974
AL131975  ELOISE  47  1015200  22766029879.8407  110  1975
AL131976  UNNAMED  9  194400  346282155.088889  25  1976
AL131977  EVELYN  10  216000  4942424177.46296  70  1977
AL131978  FLOSSIE  50  1080000  23846783102.7296  85  1978
AL131981  EMILY  47  1015200  29074099711.3963  80  1981
AL131984  GUSTAV  11  237600  1439166281.5  45  1984
AL131985  KATE  33  712800  47827006144.2037  105  1985
AL131988  UNNAMED  9  194400  368705946.448148  25  1988
AL131989  UNNAMED  15  324000  1023774736.64815  30  1989
AL131996  MARCO  54  1166400  10619687025.863  65  1996
AL132000  ISAAC  52  1123200  82863628738.3407  120  2000
AL132002  LILI  52  1123200  41688033755.6852  125  2002
AL141967  DORIA  55  1188000  26411917792.9741  75  1967
AL141968  GLADYS  34  734400  21762840918.8667  75  1968
AL141970  UNNAMED  14  302400  576034115.737037  25  1970
AL141971  GINGER  118  2548800  98489702887.5111  95  1971
AL141972  CHARLIE  11  237600  4205012284.56667  60  1972
AL141973  FRAN  20  432000  14022956868.5519  70  1973
AL141974  FIFI  33  712800  24091606791.9963  95  1974
AL141975  FAYE  46  993600  25945429412.0741  90  1975
AL141976  UNNAMED  15  324000  1030023989.97778  40  1976
AL141977  FRIEDA  10  216000  1365645654.09259  50  1977
AL141981  FLOYD  37  799200  32525893168.1741  100  1981
AL141984  HORTENSE  40  864000  10649462879.963  65  1984
AL141985  UNNAMED  10  216000  492588203.62963  30  1985
AL141988  UNNAMED  7  151200  555815943.2  30  1988
AL141989  JERRY  18  388800  6853960490.05556  75  1989
AL142000  JOYCE  28  604800  14508193009.4407  80  2000
AL142002  UNNAMED  10  216000  760570890.529629  30  2002
AL151968  UNNAMED  5  108000  229751960.648148  25  1968
AL151970  UNNAMED  73  1576800  4959333921.76667  30  1970
AL151972  UNNAMED  17  367200  646613918.048148  25  1972
AL151973  UNNAMED  9  194400  346282155.088889  25  1973
AL151974  UNNAMED  10  216000  369808755.859259  25  1974
AL151975  GLADYS  46  993600  55660261391.3259  120  1975
AL151976  UNNAMED  29  626400  1900875821.61852  30  1976
AL151978  HOPE  39  842400  8442373645.19259  55  1978
AL151981  GERT  36  777600  21622416520.5185  90  1981
AL151984  ISIDORE  25  540000  5325834249.39259  50  1984
AL151988  UNNAMED  45  972000  2410741372.68889  30  1988
AL151989  KAREN  24  518400  3681177814.28889  50  1989
AL152000  KEITH  32  691200  31978532097.1259  120  2000
AL161970  GRETA  35  756000  3070221400.53333  45  1970
AL161971  UNNAMED  17  367200  858720928.118518  30  1971
AL161972  UNNAMED  9  194400  346282155.088889  25  1972
AL161973  GILDA  56  1209600  16427448987.9111  60  1973
AL161978  GRETA  26  561600  30645603122.2296  115  1978
AL161981  HARVEY  34  734400  42462941168.5593  115  1981
AL161984  JOSEPHINE  56  1209600  43356951997.8333  90  1984
AL161988  UNNAMED  16  345600  902465701.425926  30  1988
AL162000  LESLIE  26  561600  4888754119.45555  60  2000
AL171970  UNNAMED  9  194400  346282155.088889  25  1970
AL171971  HEIDI  17  367200  3751390013.46296  55  1971
AL171972  UNNAMED  41  885600  2976482600.58889  30  1972
AL171974  GERTRUDE  27  583200  8448622898.52222  65  1974
AL171975  UNNAMED  9  194400  368705946.448148  25  1975
AL171976  GLORIA  35  756000  24740426328.8667  90  1976
AL171978  UNNAMED  45  972000  3059560909.55926  30  1978
AL171988  UNNAMED  2  43200  125352669.72963  30  1988
AL172000  MICHAEL  22  475200  14572891161.5593  85  2000
AL181967  EDITH  21  453600  2501906950.67407  50  1967
AL181970  UNNAMED  23  496800  13285544975.6556  90  1970
AL181971  IRENE  37  799200  7470798554.0037  70  1971
AL181972  UNNAMED  17  367200  691461500.766667  25  1972
AL181974  UNNAMED  21  453600  2677621250.17778  45  1974
AL181976  UNNAMED  9  194400  502513488.32963  30  1976
AL181981  IRENE  48  1036800  57754496463.0259  105  1981
AL181984  KLAUS  33  712800  27196015284.2741  80  1984
AL181988  UNNAMED  6  129600  275702352.777778  25  1988
AL182000  NADINE  13  280800  2471763493.43704  50  2000
AL191967  FERN  13  280800  6738533105.02593  75  1967
AL191970  UNNAMED  33  712800  13546543202.9518  65  1970
AL191971  JANICE  15  324000  3161754581.65556  55  1971
AL191972  DELTA  25  540000  2741216592.88518  40  1972
AL191974  UNNAMED  13  280800  507659932.248148  25  1974
AL191975  HALLIE  14  302400  1879554839.67037  45  1975
AL191976  UNNAMED  37  799200  2154521986.17407  30  1976
AL191978  IRMA  14  302400  1924034819.25185  45  1978
AL191981  UNNAMED  36  777600  2501171744.4  30  1981
AL191984  UNNAMED  20  432000  1342486656.45926  30  1984
AL191988  UNNAMED  9  194400  580812956.518518  30  1988
AL192000  UNNAMED  19  410400  5353404484.67037  55  2000
AL201974  UNNAMED  9  194400  323858363.72963  25  1974
AL201976  UNNAMED  13  280800  652863171.377778  30  1976
AL201978  JULIET  16  345600  3245200493.76296  45  1978
AL201981  JOSE  15  324000  2107836387.77037  45  1981
AL201984  LILI  49  1058400  28852067416.6259  70  1984
AL211967  GINGER  14  302400  1639877594.32222  45  1967
AL211971  KRISTY  16  345600  1942047372.96667  45  1971
AL211976  HOLLY  26  561600  7226710071.01111  65  1976
AL211978  UNNAMED  18  388800  904303717.111111  30  1978
AL211981  KATRINA  20  432000  7356106375.24815  75  1981
AL221971  LAURA  39  842400  14642735757.5963  60  1971
AL221975  UNNAMED  9  194400  346282155.088889  25  1975
AL221978  UNNAMED  13  280800  462812349.52963  25  1978
AL221981  UNNAMED  20  432000  10191796974.3519  60  1981
AL231975  UNNAMED  17  367200  3823807831.45926  60  1975
AL231978  KENDRA  24  518400  7862295894.94815  70  1978
AL241978  UNNAMED  9  194400  346282155.088889  25  1978
AL251967  HEIDI  54  1166400  39029527868.6333  80  1967
